Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 
GCA_019457825.1	ASM1945782v1	Vandiemenella viatica	3644563342	Scaffold	2021-08-07	336278						
GCA_030272935.1	UoO_Maeth_FR	Microctonus aethiopoides	118862133	Scaffold	2023-06-15	10396						
GCA_018142975.1	DnC2_UoM_v1	Drosophila nasuta	145490542	Scaffold	2021-04-26	18012						
GCA_018144315.1	DnC9_UoM_v1	Drosophila nasuta	139427840	Scaffold	2021-04-26	16952						
GCA_004916985.1	UKY_Npine_v1	Neodiprion pinetum	269775091	Scaffold	2019-04-26	1593						
GCA_001014355.1	ASM101435v1	Drosophila busckii	113095133	Scaffold	2015-05-28	14076						
GCA_030272655.1	UoO_Maeth_MO	Microctonus aethiopoides	120330635	Scaffold	2023-06-15	13736						
GCA_913698315.1	Dallo3	Diachasma alloeum	990679	Contig	2021-09-13							
GCA_018230385.1	SRR4032037	Heliconius hermathena	366100069	Contig	2021-05-03							
GCA_009823575.1	CNRS_Gbra_1.0	Ganaspis brasiliensis	821362844	Scaffold	2019-12-31	706984						
GCA_002222885.1	ASM222288v1	Drosophila nasuta	137224182	Scaffold	2017-07-20	46105						
GCA_001752445.1	ZP_IN 1.0	Zaprionus indianus	123674749	Scaffold	2016-10-04	48067						
GCA_018246195.1	SRR8954527	Ornithoptera priamus	371546657	Contig	2021-05-03							
GCA_022606515.1	ASM2260651v1	Agapetus fuscipes	552628450	Scaffold	2022-03-17	291534						
GCA_011317755.3	ASM1131775v3	Ornithoptera priamus	270924567	Scaffold	2023-06-01	288916						
GCA_900068425.1	Heliconius_hecale.JM-09-272	Heliconius hecale	295736468	Scaffold	2017-04-27	280547						
GCA_900068435.1	Heliconius_hecale.JM-09-164	Heliconius hecale	293067186	Scaffold	2017-04-27	282444						
GCA_900068415.1	Heliconius_hecale.JM-02-1326	Heliconius hecale	286042898	Scaffold	2017-04-25	288639						
GCA_900068445.1	Heliconius_hecale.STRI_001	Heliconius hecale	274791475	Scaffold	2017-04-27	316465						
GCA_900068325.1	Heliconius_doris.JM-02-1939	Heliconius doris	261728519	Scaffold	2017-04-25	326613						
GCA_018239565.1	ERR1051266	Eueides isabella	559767204	Contig	2021-05-03							
GCA_018230425.1	SRR5182725	Junonia oenone	668221583	Contig	2021-05-03							
GCA_001676475.1	iso_kmer61.contig	Isoperla grammatica	509522935	Contig	2016-06-24							
GCA_018252315.1	SRR10158647	Apodemia mormo	225764043	Contig	2021-05-03							
GCA_918361175.2	ilMelMars1.2 alternate haplotype	Melinaea marsaeus rileyi	474628858	Contig	2022-01-25							
GCA_951800005.1	ilEucCana1.1 alternate haplotype	Cenopis cana	522055115	Contig	2023-05-27							
GCA_918361105.2	ilMelMeno1.2 alternate haplotype	Melinaea menophilus n. ssp. AW-2005	477590851	Scaffold	2022-01-25	227						
GCA_905404205.1	ilOchSylv3.1 alternate haplotype	Ochlodes sylvanus	307650462	Scaffold	2021-04-15	938						
GCA_949699105.1	ilUrbSimp4.1 alternate haplotype	Spicauda simplicius	544844316	Scaffold	2023-04-08	1955						
GCA_021223965.1	ASM2122396v1	Drosophila sulfurigaster	158690976	Scaffold	2021-12-17	6259						
GCA_013421085.1	ASM1342108v1	Dione vanillae vanillae	390746361	Scaffold	2020-07-16	45019						
GCA_018246415.1	SRR8883910	Dione vanillae vanillae	576973008	Contig	2021-05-03							
GCA_900068335.1	Heliconius_doris_doris.CAM008684	Heliconius doris doris	241555716	Scaffold	2017-04-25	272638						
GCA_900068345.1	Heliconius_doris_delila.CAM008697	Heliconius doris delila	208688959	Scaffold	2017-04-27	285581						
GCA_029101505.1	M_deidamia_agressive_1.0	Morpho deidamia	484913592	Contig	2023-03-09							
GCA_029101515.1	M_achilles_agressive_1.0	Morpho achilles	490219473	Contig	2023-03-09							
GCA_947086485.1	FG21_007_agressive.bp.p_ctg.fa	Morpho helenor	547058456	Contig	2023-04-08							
GCA_905220345.1	ilNocPron1.1 alternate haplotype	Noctua pronuba	487823627	Contig	2021-02-14							
GCA_018153275.1	ASM1815327v1	Drosophila malerkotliana pallens	191125583	Contig	2021-04-28							
GCA_037055385.1	S_lineage_1.0	Polyplax serrata	138661138	Contig	2024-03-07							
GCA_029031855.1	ASM2903185v1	Ornithoptera alexandrae	325004874	Scaffold	2023-03-08	306						
GCA_029093605.1	ASM2909360v1	Ornithoptera alexandrae	320551670	Scaffold	2023-03-08	457						
GCA_020829155.1	ASM2082915v1	Drosophila dunni	148924934	Contig	2021-11-10							
GCA_029093585.1	ASM2909358v1	Ornithoptera alexandrae	321467615	Scaffold	2023-03-08	992						
GCA_964056265.1	ilAcrAlni1.hap2.1	Acronicta alni	472856285	Scaffold	2024-05-16	131						
GCA_963932315.1	iyAthCord1.1 alternate haplotype	Athalia cordata	173501054	Scaffold	2024-02-07	168						
GCA_018153145.1	ASM1815314v1	Drosophila pseudoananassae nigrens	187675720	Contig	2021-04-28							
GCA_018151455.1	ASM1815145v1	Zaprionus tsacasi	165518990	Contig	2021-04-28							
GCA_963924155.1	ilPyrPurp2.1 alternate haplotype	Pyrausta purpuralis	774235855	Scaffold	2024-01-19	104						
GCA_964036025.1	idLepBrev1.hap2.1	Leptarthrus brevirostris	851459105	Scaffold	2024-05-10	134						
GCA_035044065.1	ASM3504406v1	Drosophila ochracea	136253112	Contig	2024-01-03							
GCA_035042065.1	ASM3504206v1	Drosophila melanosoma	133151279	Contig	2024-01-03							
GCA_963924625.1	icPycFuli2.1 alternate haplotype	Pycnomerus fuliginosus	317009513	Contig	2024-01-29							
GCA_963966115.1	idVolZona1.1 alternate haplotype	Volucella zonaria	1823234363	Scaffold	2024-02-11	1753						
GCA_963931885.1	idPolGris2.1 alternate haplotype	Pollenia griseotomentosa	1020075211	Scaffold	2024-02-02	1185						
GCA_963693335.1	Pieris melete genome assmebly2	Pieris melete	319999339	Scaffold	2023-12-07	376						
GCA_963971115.1	idAntAnth1.1 alternate haplotype	Anthrax anthrax	256677740	Contig	2024-03-04							
GCA_030914325.1	DkoeA	Drosophila koepferae	166997023	Contig	2023-08-28							
GCA_018151315.1	ASM1815131v1	Drosophila paulistorum	256833452	Contig	2021-04-28							
GCA_037043725.1	ASM3704372v1	Cacoxenus indagator	247100936	Scaffold	2024-03-06	2986						
GCA_963931915.1	idChrFest1.1 alternate haplotype	Chrysotoxum festivum	830693702	Scaffold	2024-02-02	1816						
GCA_963989235.1	icDroQuad1.1 alternate haplotype	Dromius quadrimaculatus	876919357	Scaffold	2024-03-11	4796						
GCA_964028145.1	icAltLyth1.1 alternate haplotype	Altica lythri	1786856003	Scaffold	2024-04-20	521						
GCA_964007205.1	iyCryVidu1.1 alternate haplotype	Cryptus viduatorius	224227616	Contig	2024-03-19							
GCA_964056665.1	iyAthCirc1.1 alternate haplotype	Athalia circularis	362784177	Scaffold	2024-05-18	585						
GCA_963989285.1	iyAmeEqui1.1 alternate haplotype	Ametastegia equiseti	289480484	Contig	2024-03-14							
GCA_963924475.1	ilPhiTran2.1 alternate haplotype	Philereme transversata	574794680	Contig	2024-01-25							
GCA_963930745.1	idEudCyai1.1 alternate haplotype	Eudasyphora cyanicolor	1442978754	Scaffold	2024-01-31	2525						
GCA_963971415.1	idPlaRosa1.1 alternate haplotype	Platycheirus rosarum	701368293	Contig	2024-03-05							
GCA_963971495.1	idChrCaec1.1 alternate haplotype	Chrysops caecutiens	307317354	Contig	2024-03-05							
GCA_964056685.1	idMelPict1.hap2.1	Melieria picta	429483664	Scaffold	2024-05-18	141						
GCA_964034895.1	idEriIntr1.1 alternate haplotype	Eristalis intricaria	565996034	Contig	2024-04-26							
GCA_963971315.1	iyCryArma1.1 alternate haplotype	Cryptus armator	279880657	Contig	2024-03-04							
GCA_963978485.1	icGalNymp1.1 alternate haplotype	Galerucella nymphaeae	282448210	Contig	2024-03-10							
GCA_963989395.1	iyCerRufi2.1 alternate haplotype	Cerceris ruficornis	414947210	Contig	2024-03-14							
GCA_963971455.1	idOrnChlo1.1 alternate haplotype	Ornithomya chloropus	98965935	Contig	2024-03-05							
GCA_964017005.1	iySteCulp1.1 alternate haplotype	Stenichneumon culpator	267970134	Contig	2024-03-22							
GCA_963932385.1	idPhaFune2.1 alternate haplotype	Phania funesta	538912437	Contig	2024-02-07							
GCA_963969255.1	idOdoOrna1.1 alternate haplotype	Odontomyia ornata	1929750414	Contig	2024-02-27							
GCA_963971265.1	icAphGran1.1 alternate haplotype	Aphodius granarius	291659462	Scaffold	2024-03-04	1282						
GCA_963971195.1	idMelOmis1.1 alternate haplotype	Melieria omissa	530622536	Contig	2024-03-04							
GCA_963932205.1	icTacRufp1.1 alternate haplotype	Tachinus rufipes	1030058587	Scaffold	2024-02-07	2910						
GCA_963992275.1	icBarPell3.1 alternate haplotype	Barypeithes pellucidus	630708801	Contig	2024-03-16							
GCA_963971395.1	iyLasVill1.1 alternate haplotype	Lasioglossum villosulum	409378964	Contig	2024-03-05							
GCA_028583045.1	him_ht1	Himalopsyche tibetana	665312086	Contig	2023-02-09							
GCA_963966135.1	icCliFoss2.1 alternate haplotype	Clivina fossor	576524739	Scaffold	2024-02-12	2178						
GCA_963932305.1	idEmpLivi1.1 alternate haplotype	Empis livida	272955518	Contig	2024-02-07							
GCA_963971125.1	iyBomMusc1.1 alternate haplotype	Bombus muscorum	286420129	Contig	2024-03-04							
GCA_963935585.1	ilSchGiga1.1 alternate haplotype	Schoenobius gigantellus	987685871	Scaffold	2024-02-08	2832						
GCA_946815625.1	iyNetDila1.1 alternate haplotype	Netelia fuscicornis	291383333	Contig	2022-09-15							
GCA_963932415.1	iyPimRufi1.1 alternate haplotype	Pimpla rufipes	297507810	Contig	2024-02-07							
GCA_963969565.1	icPolPter2.1 alternate haplotype	Polydrusus pterygomalis	1124769055	Scaffold	2024-02-27	6004						
GCA_963942515.1	idArgLeuc1.1 alternate haplotype	Argyra leucocephala	993709861	Contig	2024-02-09							
GCA_037043705.1	ASM3704370v1	Drosophila helvetica	184305484	Scaffold	2024-03-06	5671						
GCA_016648045.1	BYU_hespero_1.0	Hesperophylax magnus	1233588871	Contig	2021-01-15							
GCA_963924585.1	ilAgoAlst2.1 alternate haplotype	Agonopterix alstromeriana	508724917	Scaffold	2024-01-30	2215						
GCA_963932365.1	iyAndMarg1.1 alternate haplotype	Andrena marginata	253618203	Contig	2024-02-07							
GCA_014737405.1	ASM1473740v1	Bombus opulentus	242353651	Scaffold	2020-09-24	4394						
GCA_963930795.1	icSilUnid1.1 alternate haplotype	Silvanus unidentatus	192612824	Scaffold	2024-01-30	1190						
GCA_963978865.1	idNemPant2.1 alternate haplotype	Nemotelus pantherinus	853748784	Contig	2024-03-10							
GCA_964035425.1	idChrAsil3.1 alternate haplotype	Chrysopilus asiliformis	428222770	Contig	2024-04-28							
GCA_963978515.1	idOrnFrin1.1 alternate haplotype	Ornithomya fringillina	127892960	Contig	2024-03-10							
GCA_037043415.1	ASM3704341v1	Liodrosophila aerea	168679082	Scaffold	2024-03-06	822						
GCA_963924325.1	idDioRufi1.1 alternate haplotype	Dioctria rufipes	1336444334	Scaffold	2024-01-22	6948						
GCA_963942535.1	iyPriPert1.1 alternate haplotype	Priocnemis perturbator	354351324	Contig	2024-02-09							
GCA_963932235.1	idTipLate1.1 alternate haplotype	Tipula lateralis	707464014	Scaffold	2024-02-07	4677						
GCA_963931795.1	idMicMyrm1.1 alternate haplotype	Microdon myrmicae	1185456999	Contig	2024-02-02							
GCA_963966065.1	icXesRufo2.1 alternate haplotype	Xestobium rufovillosum	445160827	Scaffold	2024-02-11	5074						
GCA_963965955.1	icAphObli1.1 alternate haplotype	Aphidecta obliterata	292902842	Contig	2024-02-11							
GCA_963970365.1	iyEphMani1.1 alternate haplotype	Ephialtes manifestator	563153529	Scaffold	2024-03-04	2674						
GCA_963942465.1	icLorLunu1.1 alternate haplotype	Lordithon lunulatus	606285830	Contig	2024-02-09							
GCA_963971555.1	idPhiCaes1.1 alternate haplotype	Philophylla caesio	690067236	Contig	2024-03-05							
GCA_963992795.1	iyTenLivi1.1 alternate haplotype	Tenthredo livida	326960434	Contig	2024-03-16							
GCA_964017215.1	iyNetThom1.1 alternate haplotype	Netelia thomsonii	336155640	Contig	2024-03-23							
GCA_004959915.1	KIT_Dchrysippus_v1.3	Danaus chrysippus	322399471	Scaffold	2019-04-30	726						
GCA_963932255.1	iyAndPrae1.1 alternate haplotype	Andrena praecox	464629788	Contig	2024-02-07							
GCA_963971385.1	iyAndFlav1.1 alternate haplotype	Andrena flavipes	220963935	Contig	2024-03-05							
GCA_963931985.1	idPhaTief1.1 alternate haplotype	Phaonia tiefii	1556911568	Contig	2024-02-08							
GCA_963971105.1	icSteBima1.1 alternate haplotype	Stenus bimaculatus	412704493	Contig	2024-03-04							
GCA_963966085.1	icAphStic4.1 alternate haplotype	Aphodius sticticus	646341453	Scaffold	2024-02-11	4862						
GCA_963989335.1	iyTryAtte1.1 alternate haplotype	Trypoxylon attenuatum	209288911	Contig	2024-03-14							
GCA_018904285.1	ASM1890428v1	Lordiphosa magnipectinata	416514997	Contig	2021-06-16							
GCA_963969575.1	idDroHelv2.1 alternate haplotype	Drosophila helvetica	152896262	Contig	2024-02-27							
GCA_963924615.1	icPogHisp1.1 alternate haplotype	Pogonocherus hispidulus	630822876	Contig	2024-01-30							
GCA_964034875.1	iyItoMacu1.1 alternate haplotype	Itoplectis maculator	233827706	Contig	2024-04-26							
GCA_964016955.1	iyPerAlbc1.1 alternate haplotype	Perithous albicinctus	297536276	Contig	2024-03-22							
GCA_964023225.1	icEleAgri1.1 alternate haplotype	Eledona agricola	694272616	Scaffold	2024-04-07	8351						
GCA_030157255.1	icCynAngu1.1 alternate haplotype	Cynaeus angustus	90819291	Contig	2023-06-02							
GCA_963966585.1	idPhyRufi1.1 alternate haplotype	Physocephala rufipes	234040095	Contig	2024-02-26							
GCA_963971215.1	ilAetCnic1.1 alternate haplotype	Aethes cnicana	408191142	Scaffold	2024-03-04	3182						
GCA_008042755.1	UCB_Dbir_1.0	Drosophila birchii	156593892	Scaffold	2019-08-21	7571						
GCA_963932395.1	ilThyLine1.1 alternate haplotype	Thymelicus lineola	444447164	Scaffold	2024-02-07	3109						
GCA_944452655.1	iyOphLute1.1 alternate haplotype	Ophion slaviceki	627304699	Contig	2022-07-01							
GCA_963989205.1	iyHedRose1.1 alternate haplotype	Hedychridium roseum	88227443	Contig	2024-03-11							
GCA_964017035.1	idChlForm1.1 alternate haplotype	Chloromyia formosa	879553080	Scaffold	2024-03-23	11614						
GCA_021223845.1	ASM2122384v1	Drosophila pseudoananassae	185693881	Scaffold	2021-12-17	15549						
GCA_963931905.1	ilEupPulc1.1 alternate haplotype	Eupithecia pulchellata	360029365	Scaffold	2024-02-02	3988						
GCA_963969535.1	icOntMuri1.1 alternate haplotype	Ontholestes murinus	973025924	Scaffold	2024-02-27	13271						
GCA_027563295.1	ASM2756329v1	Nasonovia ribisnigri	406828737	Contig	2023-01-03							
GCA_964023175.1	ilMacLitu1.1 alternate haplotype	Macaria liturata	418445167	Scaffold	2024-04-06	7199						
GCA_963932355.1	iyOphVent1.1 alternate haplotype	Ophion ventricosus	418029848	Scaffold	2024-02-07	5015						
GCA_963971095.1	icPhiPlag1.1 alternate haplotype	Philopedon plagiatum	930086230	Scaffold	2024-03-04	9880						
GCA_963942455.1	icPedDerm1.1 alternate haplotype	Pediacus dermestoides	212653589	Contig	2024-02-09							
GCA_963924635.1	icMalSeri1.1 alternate haplotype	Malthinus seriepunctatus	379963187	Scaffold	2024-01-29	6223						
GCA_035044905.1	ASM3504490v1	Lordiphosa collinella	444496558	Contig	2024-01-03							
GCA_964006585.1	ipBraRisi1.1 alternate haplotype	Brachyptera risi	546644839	Scaffold	2024-03-19	6907						
GCA_021223745.1	ASM2122374v1	Drosophila bunnanda	156309106	Scaffold	2021-12-17	11018						
GCA_964007365.1	idHybCuli1.1 alternate haplotype	Hybos culiciformis	333247448	Contig	2024-03-19							
GCA_021223805.1	ASM2122380v1	Drosophila jambulina	174920154	Scaffold	2021-12-17	7137						
GCA_963989425.1	iyRhiMega2.1 alternate haplotype	Rhimphoctona megacephalus	342894884	Contig	2024-03-14							
GCA_963924705.1	idDexCann1.1 alternate haplotype	Dexiosoma caninum	462151466	Contig	2024-01-29							
GCA_964035515.1	ilWatCult2.1 alternate haplotype	Watsonalla cultraria	324091416	Contig	2024-04-28							
GCA_963942495.1	idOxyNigr1.1 alternate haplotype	Oxycera nigricornis	670398182	Scaffold	2024-02-09	10531						
GCA_963971355.1	iuPsoGibb1.1 alternate haplotype	Psococerastis gibbosa	416707353	Contig	2024-03-05							
GCA_963924535.1	ilNemKoen2.1 alternate haplotype	Nemapogon koenigi	428013087	Contig	2024-01-29							
GCA_964016935.1	iyMicDepi1.1 alternate haplotype	Microplitis deprimator	209516149	Contig	2024-03-22							
GCA_027563235.1	ASM2756323v1	Nasonovia ribisnigri	401157653	Contig	2023-01-03							
GCA_027563355.1	ASM2756335v1	Nasonovia ribisnigri	400214664	Contig	2023-01-03							
GCA_008042815.1	UCB_Dbun_1.0	Drosophila bunnanda	151823105	Scaffold	2019-08-21	6635						
GCA_021223945.1	ASM2122394v1	Drosophila rubida	137777123	Scaffold	2021-12-17	3947						
GCA_027563405.1	ASM2756340v1	Nasonovia ribisnigri	400262897	Contig	2023-01-03							
GCA_963966555.1	iyTenAmoe1.1 alternate haplotype	Tenthredo amoena	173349023	Scaffold	2024-02-24	2376						
GCA_027563215.1	ASM2756321v1	Nasonovia ribisnigri	401428604	Contig	2023-01-03							
GCA_027563255.1	ASM2756325v1	Nasonovia ribisnigri	401231958	Scaffold	2023-01-03	7890						
GCA_027563195.1	ASM2756319v1	Nasonovia ribisnigri	400314526	Scaffold	2023-01-03	8234						
GCA_964006135.1	icTilElon2.1 alternate haplotype	Tillus elongatus	1769389177	Scaffold	2024-03-19	31356						
GCA_963930715.1	idDioLine1.1 alternate haplotype	Dioctria linearis	1191100676	Scaffold	2024-01-31	18125						
GCA_023375715.1	Dkoe_m9kmw_v03	Drosophila koepferae	169139524	Scaffold	2022-05-16	1369						
GCA_008042695.1	UCB_Djam_1.0	Drosophila jambulina	163991206	Scaffold	2019-08-21	10389						
GCA_949710795.1	LrealiM	Leptidea reali	641927969	Scaffold	2023-04-08	15448						
GCA_027563395.1	ASM2756339v1	Nasonovia ribisnigri	380993714	Contig	2023-01-03							
GCA_963966025.1	ilAclLate2.1 alternate haplotype	Acleris laterana	574859760	Scaffold	2024-02-11	12305						
GCA_949711685.1	LjuvernicaF	Leptidea juvernica	675321381	Scaffold	2023-04-09	20731						
GCA_008044435.1	UCB_Druf_1.0	Drosophila rufa	186167886	Scaffold	2019-08-21	15986						
GCA_963969465.1	iyArgPaga1.1 alternate haplotype	Arge pagana	154502377	Contig	2024-02-27							
GCA_903981915.1	Cotesia_congregata_OGS2.3.1	Cotesia congregata	206867283	Scaffold	2020-11-05	3130						
GCA_021223725.1	ASM2122372v1	Drosophila birchii	162256393	Scaffold	2021-12-17	8690						
GCA_900064465.1	MHIR	Maconellicoccus hirsutus	163044544	Scaffold	2016-03-26	12889						
GCA_021223935.1	ASM2122393v1	Drosophila pseudotakahashii	185796206	Scaffold	2021-12-17	11349						
GCA_021223985.1	ASM2122398v1	Zaprionus bogoriensis	158470898	Scaffold	2021-12-17	5791						
GCA_018905835.1	ASM1890583v1	Drosophila bocki	139174535	Scaffold	2021-06-16	14956						
GCA_001443705.1	ASM144370v1	Oryctes borbonicus	423765647	Contig	2015-11-13							
GCA_004143905.1	ASM414390v1	Drosophila micromelanica	146387375	Scaffold	2019-02-06	10511						
GCA_949837095.1	Forcipomyia taiwana genome 1.0	Forcipomyia taiwana	198989365	Contig	2023-04-29							
GCA_030523125.1	LBBE_Mcolon_F_V1	Meteorus colon	137657072	Scaffold	2023-07-24	49626						
GCA_018905855.1	ASM1890585v1	Drosophila anomelani	137208091	Scaffold	2021-06-16	20076						
GCA_018251855.1	SRR7174358	Megathymus violae	422183400	Contig	2021-05-03							
GCA_003063745.1	AZXXM	Aphaenogaster rudis	429703865	Scaffold	2018-04-23	7665						
GCA_018905735.1	ASM1890573v1	Drosophila burlai	140006010	Scaffold	2021-06-16	32500						
GCA_030522885.1	LBBE_Tbrassicae_V1	Trichogramma brassicae	203810232	Scaffold	2023-07-24	87792						
GCA_003347265.1	ASM334726v1	Glossosoma conforme	604293666	Scaffold	2018-07-31	119821						
GCA_026546695.1	ASM2654669v1	Eumaeus atala	522738843	Scaffold	2022-11-30	52842						
GCA_018252095.1	SRR6727440	Eumaeus atala	535867235	Contig	2021-05-03							
GCA_018905785.1	ASM1890578v1	Drosophila bocqueti	134382429	Scaffold	2021-06-16	34351						
GCA_022494875.2	ASM2249487v2	Rhyacophila evoluta	562533484	Scaffold	2022-03-17	111697						
GCA_018905815.1	ASM1890581v1	Drosophila auraria	156061501	Scaffold	2021-06-16	45807						
GCA_001014445.1	ASM101444v1	Scaptodrosophila lebanonensis	187416727	Scaffold	2015-05-28	34200						
GCA_027576655.1	ASM2757665v1	Platyusa sonomae	229680385	Scaffold	2023-01-06	106705						
GCA_025399995.1	ASM2539999v1	Sceptobius lativentris	318487141	Scaffold	2022-09-25	228100						
GCA_030264175.1	Caltech_Oxy_1.0	Oxypoda opaca	183123164	Scaffold	2023-06-13	27629						
GCA_027563455.1	ASM2756345v1	Nasonovia ribisnigri	414559385	Scaffold	2023-01-03	4773						
GCA_026546565.1	ASM2654656v1	Gnoriste bilineata	425992713	Scaffold	2022-11-30	109075						
GCA_018874775.1	ASM1887477v1	Drosophila auraria	161783169	Scaffold	2021-06-14	58584						
GCA_018874355.1	ASM1887435v1	Drosophila tsacasi	152543408	Scaffold	2021-06-14	56008						
GCA_018246355.1	SRR8954519	Teinopalpus imperialis	478053207	Contig	2021-05-03							
GCA_027576155.1	ASM2757615v1	Pseudomimeciton antennatum	85211339	Scaffold	2023-01-06	55758						
GCA_010014745.2	ASM1001474v2	Stiretrus anchorago	888330509	Scaffold	2023-02-09	217792						
GCA_027574945.2	Caltech_Ener_1.0	Ecitomorpha arachnoides	233594392	Scaffold	2023-06-22	44527						
GCA_004143785.1	ASM414378v1	Drosophila melanica	174880844	Scaffold	2019-02-06	81121						
GCA_018248275.1	SRR7174535	Noctuana haematospila	256221686	Contig	2021-05-03							
GCA_018252475.1	SRR6679361	Parnassius apollo	827638032	Contig	2021-05-03							
GCA_018249675.1	SRR8954536	Sericinus montela	553136725	Contig	2021-05-03							
GCA_024741315.1	ASM2474131v1	Eurosta solidaginis	827167314	Scaffold	2022-08-24	329308						
GCA_018232045.1	SRR12057637	Tiana niger	304080719	Contig	2021-05-03							
GCA_018236705.1	SRR10765633	Junonia grisea	390013950	Contig	2021-05-03							
GCA_024734015.1	ASM2473401v1	Delias oraia	254931929	Scaffold	2022-08-22	153407						
GCA_018874695.1	ASM1887469v1	Drosophila auraria	150759401	Scaffold	2021-06-14	74685						
GCA_004143875.1	ASM414387v1	Drosophila robusta	179543486	Scaffold	2019-02-06	95963						
GCA_001486625.1	Heliconius_pardalinus_sergestus.JM-09-209	Heliconius pardalinus sergestus	277374261	Scaffold	2015-12-17	167815						
GCA_027576775.1	ASM2757677v1	Oxypoda opaca	171538481	Scaffold	2023-01-06	183046						
GCA_001486765.1	Heliconius_pardalinus_sergestus.JM-09-201	Heliconius pardalinus sergestus	279582889	Scaffold	2015-12-17	169932						
GCA_001486325.1	Heliconius_pardalinus_sergestus.JM-09-210	Heliconius pardalinus sergestus	281080160	Scaffold	2015-12-18	169618						
GCA_018874335.1	ASM1887433v1	Drosophila tsacasi	119609603	Scaffold	2021-06-14	60301						
GCA_015342165.1	ASM1534216v1	Leptinotarsa juncta	523984424	Scaffold	2020-11-10	254415						
GCA_932062195.1	P12404_101	Andricus grossulariae	989550339	Scaffold	2022-03-11	345884						
GCA_018245495.1	SRR8954545	Iphiclides podalirius	366845406	Contig	2021-05-03							
GCA_018246155.1	SRR8954532	Parnassius orleans	780844993	Contig	2021-05-03							
GCA_018237925.1	ERR3335431	Leptidea reali	405019301	Contig	2021-05-03							
GCA_018236745.1	SRR10765648	Junonia grisea	420437906	Contig	2021-05-03							
GCA_001485905.1	Heliconius_ethilla.JM-09-66	Heliconius ethilla	266946155	Scaffold	2015-12-17	184819						
GCA_001485845.1	Heliconius_ethilla.JM-09-62	Heliconius ethilla	264996679	Scaffold	2015-12-16	187123						
GCA_001485825.1	Heliconius_ethilla.JM-09-49	Heliconius ethilla	267551150	Scaffold	2015-12-17	190908						
GCA_018235825.1	SRR10765632	Junonia grisea	379796952	Contig	2021-05-03							
GCA_022606605.1	ASM2260660v1	Micrasema longulum	668592162	Scaffold	2022-03-17	368328						
GCA_018234765.1	SRR10765695	Junonia neildi ssp. 1 JZ-2019	400536666	Contig	2021-05-03							
GCA_018234665.1	SRR10765698	Junonia neildi ssp. 1 JZ-2019	404786160	Contig	2021-05-03							
GCA_018234845.1	SRR10765692	Junonia neildi ssp. 1 JZ-2019	412957696	Contig	2021-05-03							
GCA_018234705.1	SRR10765699	Junonia neildi ssp. 1 JZ-2019	395400000	Contig	2021-05-03							
GCA_018234525.1	SRR10765711	Junonia neildi neildi	349841737	Contig	2021-05-03							
GCA_003003475.1	ASM300347v1	Sericostoma sp. HW-2014	1015727762	Scaffold	2018-03-15	561698						
GCA_018234425.1	SRR10765713	Junonia neildi neildi	367772351	Contig	2021-05-03							
GCA_018236765.1	SRR10765643	Junonia grisea	349065458	Contig	2021-05-03							
GCA_018234465.1	SRR10765709	Junonia neildi neildi	352255036	Contig	2021-05-03							
GCA_018234825.1	SRR10765696	Junonia neildi ssp. 1 JZ-2019	412859296	Contig	2021-05-03							
GCA_018233565.1	SRR10765771	Junonia neildi neildi	332488371	Contig	2021-05-03							
GCA_018234865.1	SRR10765691	Junonia neildi ssp. 1 JZ-2019	382972029	Contig	2021-05-03							
GCA_018234685.1	SRR10765701	Junonia neildi ssp. 1 JZ-2019	394129077	Contig	2021-05-03							
GCA_018235665.1	SRR10765647	Junonia grisea	346131638	Contig	2021-05-03							
GCA_018236505.1	SRR10765726	Junonia neildi neildi	282200083	Contig	2021-05-03							
GCA_018233765.1	SRR10765760	Junonia neildi neildi	321013579	Contig	2021-05-03							
GCA_018235845.1	SRR10765640	Junonia grisea	354446326	Contig	2021-05-03							
GCA_018234385.1	SRR10765716	Junonia neildi neildi	311500232	Contig	2021-05-03							
GCA_018238065.1	ERR2040010	Leptidea juvernica	523094161	Contig	2021-05-03							
GCA_018233905.1	SRR10765749	Junonia neildi neildi	347063402	Contig	2021-05-03							
GCA_018234445.1	SRR10765715	Junonia neildi neildi	380935045	Contig	2021-05-03							
GCA_018234785.1	SRR10765693	Junonia neildi ssp. 1 JZ-2019	412205079	Contig	2021-05-03							
GCA_018233425.1	SRR10765781	Junonia zonalis zonalis	354176234	Contig	2021-05-03							
GCA_018234745.1	SRR10765700	Junonia neildi ssp. 1 JZ-2019	371124095	Contig	2021-05-03							
GCA_018249575.1	SRR9330705	Croniades pieria pieria	358441387	Contig	2021-05-03							
GCA_018233225.1	SRR10765792	Junonia stemosa	348423754	Contig	2021-05-03							
GCA_900068005.1	Heliconius_pardalinus.09-371	Heliconius pardalinus	381577504	Scaffold	2017-04-27	306015						
GCA_018235625.1	SRR10765649	Junonia grisea	344148817	Contig	2021-05-03							
GCA_018234805.1	SRR10765694	Junonia neildi ssp. 1 JZ-2019	391979049	Contig	2021-05-03							
